45019.8027067923,1159,1542,868,1086,749,1861,50,66,12,88,5,86
65857.93234732683,1824,1911,732,1595,582,1018,73,78,73,74,19,98
12.110553883166745,1964,1986,1680,1771,1397,1975,74,87,60,79,73,78
18393.115210646978,1742,1993,941,1221,1169,1890,67,85,12,88,19,71
50668.218805951685,1267,1993,941,1221,1169,1890,67,85,49,86,25,71
27377.258045910818,862,1652,1061,1520,1849,1954,60,91,86,99,32,98
44120.6778737228,1742,1542,868,1086,1169,1890,67,85,12,88,19,71
204236.7245776582,1159,1993,941,1221,749,1861,50,66,73,74,5,86
18393.115210646978,1742,1993,941,1221,1169,1890,67,85,12,88,19,71
21634.311767375562,1742,1993,941,1221,1169,1890,67,85,82,86,25,71
18368.457188142882,1742,1993,941,1221,1169,1890,67,85,12,88,19,71
21588.11542721433,1742,1993,941,1221,1169,1890,67,85,82,86,25,71
21579.831961824322,1742,1993,941,1221,1169,1890,67,85,82,86,25,71
30773.819689693257,1742,1993,941,1221,1169,1890,67,87,60,79,73,78
21634.311767375562,1742,1993,941,1221,1169,1890,67,85,82,86,25,71
110192.43241922109,1240,1999,746,1797,1203,1138,7,73,9,32,26,64
19204.277842077678,1742,1993,1680,1221,1169,1890,67,85,82,86,25,71
41578.795562931555,1003,1153,1435,1652,1470,1712,40,80,55,67,88,100
12.110553883166745,1964,1986,1680,1771,1397,1975,74,87,60,79,73,78
19204.277842077678,1742,1993,1680,1221,1169,1890,67,85,82,86,25,71
111877.9262984695,945,1264,1548,1553,1264,1868,60,82,60,79,73,36
223762.52532633787,1964,1986,941,1771,1397,1975,74,87,36,47,6,78
21634.311767375562,1742,1993,941,1221,1169,1890,67,85,82,86,25,71
41578.795562931555,1003,1153,1435,1652,1470,1712,40,80,55,67,88,100
42316.757459520595,1297,1570,466,1822,768,1505,25,61,46,61,90,92
88510.2975872438,1964,1986,1061,1520,1849,1954,60,91,60,79,73,78
38083.657121840006,945,475,1061,1520,1849,1954,60,23,86,99,32,98
18393.115210646978,1742,1993,941,1221,1169,1890,67,85,12,88,19,71
15155.914413301449,1742,1993,941,1221,1169,1890,67,85,20,90,4,71
15155.914413301449,1742,1993,941,1221,1169,1890,67,85,20,90,4,71
31681.42306858137,945,1264,941,1771,1397,1975,60,82,36,47,6,36
28594.107461678796,1964,1986,1548,1553,1264,1868,74,87,60,79,73,78
21634.311767375562,1742,1993,941,1221,1169,1890,67,85,82,86,25,71
34308.96359596981,862,1652,1061,1520,1849,1954,60,91,9,99,32,98
19172.190139745446,1742,1993,1680,1221,1169,1890,67,85,82,86,25,71
21576.075746492974,1742,1993,941,1221,1169,1890,67,85,82,86,25,71
93022.96133155013,422,1998,502,1092,1029,1686,90,89,20,90,4,63
18393.115210646978,1742,1993,941,1221,1169,1890,67,85,12,88,19,71
18393.115210646978,1742,1993,941,1221,1169,1890,67,85,12,88,19,71
19204.277842077678,1742,1993,1680,1221,1169,1890,67,85,82,86,25,71
28894.806993362356,1388,1742,1138,1421,1995,1651,73,91,32,94,27,80
19204.277842077678,1742,1993,1680,1221,1169,1890,67,85,82,86,25,71
25788.248975592436,1742,1993,941,1221,1169,1890,67,85,82,86,73,78
3.877824113044616,1964,1986,941,1771,1397,1975,74,87,60,79,25,71
15155.914413301449,1742,1993,941,1221,1169,1890,67,85,20,90,4,71
43007.73807874462,1159,1542,868,1086,749,1861,50,66,73,74,5,86
103471.72318502582,1964,1986,941,1771,1397,1975,40,80,55,67,88,100
21268.126114518338,1003,1153,1435,1652,1744,1712,74,87,60,79,73,78
73029.54045975872,1297,1570,941,1221,1169,1890,67,85,82,86,25,71
119304.54641992474,1742,1993,466,1822,768,1505,25,61,46,61,90,92
